SettlementPoint,Year,Month,AveragePrice
LZ_LCRA,2019,9,82.46723611111109
LZ_NORTH,2019,9,80.77415277777779
LZ_RAYBN,2019,9,80.69863888888891
LZ_SOUTH,2019,9,81.00911111111114
LZ_WEST,2019,9,83.47113888888889
HB_BUSAVG,2019,10,28.247056451612906
HB_HOUSTON,2019,10,30.393602150537625
HB_HUBAVG,2019,10,28.131760752688173
HB_NORTH,2019,10,27.99596774193548
HB_PAN,2019,10,18.716760752688177
HB_SOUTH,2019,10,29.468400537634405
HB_WEST,2019,10,24.66813172043011
LZ_AEN,2019,10,29.280443548387094
LZ_CPS,2019,10,33.55360215053763
LZ_HOUSTON,2019,10,30.642379032258074
LZ_LCRA,2019,10,29.015806451612903
LZ_NORTH,2019,10,28.732943548387098
LZ_RAYBN,2019,10,28.554381720430108
LZ_SOUTH,2019,10,32.942110215053766
LZ_WEST,2019,10,49.38336021505376
HB_BUSAVG,2019,11,23.468374999999998
HB_HOUSTON,2019,11,24.0215
HB_HUBAVG,2019,11,23.25723611111111
HB_NORTH,2019,11,23.62861111111111
HB_PAN,2019,11,11.661291666666665
HB_SOUTH,2019,11,23.718555555555554
HB_WEST,2019,11,21.66026388888889
LZ_AEN,2019,11,24.40801388888889
LZ_CPS,2019,11,25.57513888888889
LZ_HOUSTON,2019,11,24.181611111111113
LZ_LCRA,2019,11,24.485222222222223
LZ_NORTH,2019,11,24.153611111111108
LZ_RAYBN,2019,11,24.517569444444444
LZ_SOUTH,2019,11,25.803708333333333
LZ_WEST,2019,11,49.34084722222222
HB_BUSAVG,2019,12,18.71508064516129
HB_HOUSTON,2019,12,18.6725
HB_HUBAVG,2019,12,18.62337365591398
HB_NORTH,2019,12,18.731989247311827
HB_PAN,2019,12,8.817244623655917
HB_SOUTH,2019,12,18.952513440860216
HB_WEST,2019,12,18.136424731182796
LZ_AEN,2019,12,19.05170698924731
LZ_CPS,2019,12,19.997862903225805
LZ_HOUSTON,2019,12,18.919852150537633
LZ_LCRA,2019,12,19.456881720430108
LZ_NORTH,2019,12,19.006801075268818
LZ_RAYBN,2019,12,19.085067204301076
LZ_SOUTH,2019,12,19.786881720430106
LZ_WEST,2019,12,39.5025940860215
