Month,DayOfWeek,SettlementPoint,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
1,1,LZ_CPS,0.035146760227697,0.03195531983449518,0.03069511003820522,0.03116564291669011,0.03242482981541814,0.035294057476614,0.04388741989433469,0.04805265876648783,0.05169724277962184,0.04945812001657095,0.04529799563222741,0.04233773008802034,0.03961989126598917,0.038260460406192624,0.037075945029485025,0.03709742587828542,0.038400597372176166,0.052856185717281345,0.06351375541496397,0.05042271241746495,0.04640067920398112,0.04365010765996839,0.0390245648849496,0.036264787262879565
1,2,LZ_CPS,0.03180915058759574,0.03038511979338741,0.030256993629384086,0.031130997105263878,0.03370175706730193,0.03815963238773174,0.06352312173907472,0.05807959014270509,0.04914919651167367,0.04792467645855622,0.043708410475961246,0.039936925319834934,0.038201730984475685,0.037288374472509156,0.03650772005897464,0.03568679742246766,0.0374338891873415,0.05392372649456883,0.05821046186736562,0.04779380473389568,0.04477002726341733,0.041730691615881416,0.037115404151104675,0.033571800529527136
1,3,LZ_CPS,0.02438539415044031,0.022979574526783213,0.023129254695481567,0.02432302741348266,0.02769303238814709,0.03354743467267735,0.06187073796725526,0.06127421847141329,0.05190600085405743,0.04485195604098889,0.040990354433834766,0.03744792377464036,0.035855003940110326,0.034580521327222856,0.034108735305296185,0.03479476941183031,0.037709864069862487,0.06483205738326782,0.07583941959313409,0.060718053923014506,0.05401546401586023,0.04388857338657252,0.036408967309557665,0.032849660945068845
1,4,LZ_CPS,0.024152246707968478,0.02284498761066656,0.022939313428973263,0.023857176199419287,0.02811816364562032,0.0437877378854812,0.14398110581300994,0.14447389774839434,0.06721500602838723,0.03763600150437587,0.03463994746777503,0.03144012547752446,0.029606818547358214,0.028128442741205024,0.02670811359247135,0.02639974072493019,0.027469371318420983,0.039177865842081654,0.04300592196836215,0.03609957904080317,0.03431283036710883,0.03141533471758487,0.02766588343989329,0.02492438818218427
1,5,LZ_CPS,0.029849273820655577,0.02822534292993849,0.028355737803361095,0.029605641293997544,0.033508908886582194,0.043598212217656494,0.08334291278127118,0.07364136262642727,0.05381962614417212,0.04613233363930375,0.04209352400724034,0.03870325729825253,0.036387890433991876,0.03526666609475933,0.03387006837152244,0.03382631746004512,0.03505220084241951,0.04973534987861266,0.052878552616905,0.043896747848913516,0.042115828393483684,0.038342097813312284,0.0351577177465707,0.03259442905060522
1,6,LZ_CPS,0.033080048933156844,0.030619884304728534,0.030858182604031205,0.03164061143291566,0.034526239826495685,0.041266126137946745,0.06757541610549186,0.059752092587089835,0.04908173149280861,0.045643289635664094,0.04346676751733693,0.04060911746659001,0.03848565772260149,0.0374523885786616,0.03629755835896407,0.035489080728131554,0.03684747751120099,0.053800423727178366,0.05445550285765006,0.04553909442787184,0.042594615037298035,0.04052904151986077,0.03631878330869953,0.03407086817762582
1,7,LZ_CPS,0.03748035389836416,0.0346389525321811,0.03332262572238373,0.03311387797579539,0.0347027928624484,0.037733688542282054,0.04704120335982537,0.05168432071355248,0.05779373898627634,0.0553860465304807,0.04823694287911782,0.04431329591411752,0.03965801849748235,0.036787230312604814,0.03550231699865326,0.03462881914642438,0.03543442331408327,0.04785795425181665,0.05457334899279211,0.045852557210562625,0.042427472824792735,0.04009983411647516,0.037175338987087025,0.034554845430400355
2,1,LZ_CPS,0.03121023337882285,0.028239637131911008,0.026223100993496402,0.026855978934786466,0.02821795394762698,0.03041337635638482,0.03788729893928573,0.04213720305895523,0.04976697352889759,0.0517496296918684,0.04789273328734691,0.045353090328080124,0.044287903900127254,0.04353305804723953,0.04308855276941695,0.04268605866114469,0.042642692292576626,0.04994450460022307,0.07319294374975438,0.05166154175571453,0.046041531429098025,0.04280531617470684,0.03924114275801973,0.03492754428451591
2,2,LZ_CPS,0.027880368656530527,0.025719972408243034,0.025161909962731963,0.026426532156851472,0.029498270724954253,0.03614951283304113,0.05954622098314795,0.054652995334310533,0.048599335115300964,0.047514346755573436,0.04465816878874103,0.04326301267496335,0.04233849720729265,0.042545674896291394,0.04207862692687226,0.04268099905153335,0.04219958037536285,0.048453232929995496,0.06852791270274672,0.048697534944768583,0.044920434186953316,0.0414666743310436,0.03568845265810172,0.03133173339464835
2,3,LZ_CPS,0.02610378610769901,0.02340066172682965,0.02241129096168324,0.02384395926615683,0.027433678725680546,0.03481123945001386,0.052543141023100995,0.04805072908824345,0.04523616119190078,0.045210157704957,0.04354717280183856,0.04235844197012322,0.041949815746721075,0.042913183024923716,0.04292308911518801,0.04350878670206442,0.043805969409993255,0.05130735626263026,0.08035077465625866,0.05484011570313428,0.04911563379165511,0.0429429012957166,0.03761218647224313,0.033779767801244205
