Month,DayOfWeek,SettlementPoint,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
1,1,HB_SOUTH,0.035226653234749696,0.031993043593618174,0.030734837790947135,0.031249935224165838,0.03260763670810247,0.03545777341102287,0.04377084486343181,0.04801599393076344,0.0518299950459442,0.04969705637881321,0.04561151496684513,0.042569641794819174,0.03976303445245246,0.03833071120756664,0.03708701519174683,0.03704866789792572,0.038378386221506404,0.05303016170121032,0.06362334251595558,0.0500162716895403,0.045874763956860326,0.04318319849595694,0.03876082274637099,0.03613869697968422
1,2,HB_SOUTH,0.03189634253014972,0.030472331484188205,0.030358523467965394,0.031247354669044405,0.033887512532990216,0.03830627336121159,0.06336943210740466,0.05748809718640248,0.04835523902505093,0.04774575477288246,0.04387628222130673,0.04008205463913453,0.03840127013508353,0.037419323284367666,0.036707317761386915,0.03597367930970265,0.03755194254294136,0.05472848793352859,0.05799506016775865,0.04740339016209647,0.04424968538197167,0.04123048098465566,0.03743625340248345,0.03381791093629196
1,3,HB_SOUTH,0.02586852585168541,0.024362509001618286,0.024421851518607086,0.025679271338045446,0.02942346338967665,0.03559107552698561,0.06404982205264163,0.06192471840371837,0.04961194805444756,0.04687657879162597,0.04248443060854949,0.039818828899485,0.03818771160819825,0.03681240868068754,0.035971990331981285,0.03640342646900797,0.038690519150792545,0.06194316269953922,0.06873387126523058,0.05249647553564641,0.046495663986630284,0.042330460834740714,0.03733606629681844,0.03448521970364026
1,4,HB_SOUTH,0.02408294593342202,0.022852234961160352,0.022940676741555678,0.023796444391296332,0.028227875852653503,0.04356442796852967,0.1432756842404221,0.14448148203510766,0.06605791317259352,0.03741398725441835,0.03485789523510566,0.0317493535030419,0.029782458133405083,0.028597213710219883,0.027178408247258305,0.026809070389691925,0.0279395058222096,0.0394873864581932,0.04339065855493604,0.035828263501696586,0.033665176858647616,0.03100320383463629,0.027837361794147395,0.025180371405651304
1,5,HB_SOUTH,0.030275533177384958,0.02852133368352905,0.02863113585515248,0.029876731690048664,0.033488783927773,0.04368106070654622,0.08323883026428941,0.07338737942623533,0.0528754553496057,0.0467098438086069,0.04206916482711427,0.038827804720790636,0.03672135986036676,0.03552144172886593,0.03403691636851716,0.03399826600410571,0.03526318702120762,0.04992221614162195,0.05282626397671841,0.04326205561963121,0.04116703018505617,0.037583965720640426,0.0352087251440824,0.03290551479210934
1,6,HB_SOUTH,0.03320254832605099,0.030829593080284167,0.031045586501401976,0.03185407563732921,0.03464514658819567,0.040881213526340304,0.06688464167880392,0.05924858068543233,0.048801632831000016,0.0456370319729711,0.04338396298387976,0.040544343053037286,0.03844187498142259,0.03733515639707122,0.03616106371805923,0.035440755382496615,0.03705575206333165,0.05418264324426083,0.05476622179948281,0.04550723776119847,0.042608170099773114,0.04064045021747962,0.03657620703662971,0.03432611043406752
1,7,HB_SOUTH,0.037209799469513645,0.03433010530859945,0.033045398508162765,0.032788042057025214,0.03444840625791268,0.037209799469513645,0.04505190713583025,0.04948715500745089,0.05739463951417744,0.05526107151603705,0.04811735454171873,0.04423936640502095,0.03990685356833022,0.037196309010381436,0.0360319786145091,0.035235003798083114,0.0361326381941879,0.04871508565403822,0.05557031434845234,0.046451801702703494,0.04275126498997556,0.04052430150553525,0.03776394602155984,0.03513745740128098
2,1,HB_SOUTH,0.031779816615464765,0.02878807404666785,0.026738612601901465,0.027416223586682234,0.028795002584344545,0.03103430596145238,0.03819009967394301,0.04158924025812959,0.04872563406512547,0.0508582379620122,0.047708524734186644,0.045463678526937445,0.044456269148745994,0.043798058069459966,0.04327980345124317,0.04285300553035876,0.042750463172743676,0.04971502924535752,0.07296720168834606,0.05109796536562585,0.04559393503525931,0.042557849825331555,0.03898411009169226,0.03485885875898804
2,2,HB_SOUTH,0.028430430013946857,0.02624792428071479,0.02568291010612172,0.027000045545804915,0.030150091891738846,0.036796086507486114,0.059905043151572725,0.054674661391559735,0.047821864202105185,0.04702542809979208,0.044269291418062476,0.04325743596813762,0.042495466961442394,0.04275889404937903,0.042063397298518275,0.042708424373652853,0.04208063084632721,0.04849889643745636,0.06853905060385118,0.048124682256462256,0.043685812727959815,0.040649015410484636,0.03579654073456766,0.031337975722854995
2,3,HB_SOUTH,0.02664106981451295,0.023948765093516063,0.023069356138738024,0.024524307996569916,0.02825052983423849,0.03545833558657736,0.05307741631451681,0.04786276585060605,0.044816379925269545,0.044862732373837644,0.04370778386368259,0.04297129495865619,0.04256056076162223,0.043604778422420165,0.043527524341473334,0.04423954945419991,0.04464384581115497,0.051382976805749755,0.07829958617563972,0.0513276113810712,0.04626875664706988,0.042443392072186205,0.038074673794643195,0.03443600658204769
2,4,HB_SOUTH,0.029012980825278395,0.02651413394427521,0.025717087956369015,0.026719414468982367,0.03017243564075401,0.036798434799357294,0.05926778210866183,0.05079552539142688,0.044929824472479736,0.04426202918531509,0.04352960854777967,0.0433344653329346,0.04260077753166642,0.04270721928521828,0.04282253118489946,0.044286105296237534,0.04274523419720108,0.04818516810194078,0.07004374249205488,0.0500808450461501,0.04575474806250665,0.04129306455945785,0.03581765007020087,0.03260919149885195
2,5,HB_SOUTH,0.02708208224421094,0.025467398590141962,0.02498025251858257,0.02615513422057875,0.028507389420333557,0.036934642688946646,0.07032221411004269,0.057693793185935316,0.04771913474883945,0.04614681162273216,0.04455081643688157,0.04302832922602333,0.041854693421908375,0.04152453048338347,0.04051161550594668,0.04084800793387772,0.0413874817164486,0.047726610136126814,0.06692340469005799,0.048003199465759004,0.04377586795475897,0.04070722147329917,0.036451234311030936,0.031698133894153505
2,6,HB_SOUTH,0.029269846994036113,0.027367924446744313,0.026582455135005626,0.028087937982504783,0.030735809373020114,0.03582036465042293,0.06537055996798842,0.054248018110254696,0.049338834911887876,0.04813469563681677,0.045436188646016396,0.04409372773114224,0.0420645986758173,0.04220168530097924,0.04225232090126428,0.04172496964951519,0.04196826753381161,0.0488905245971691,0.06256831174733576,0.04455438819227202,0.04165580882961367,0.0393006359090387,0.035661047761721215,0.03267107731562158
